user,text,date,emotion,comment,share,cleaned_text,cluster,sentiment
Saffron Cairns,"Hi all, new here! I was wondering if anyone had any good ideas on how to teach pupils to use AI effectively and honestly in a science classroom? Thank you!",2024-11-20 23:03:20,6,5,0,hi new wondering anyone good ideas teach pupils use ai effectively honestly science classroom thank,0,POSITIVE
Anonymous participant,"Has anyone found an ai way to grade multiple assignments with ai in google classroom but once they type on a doc? I have found if I do an assignment as. Google question I can then copy and paste all questions and it be graded that way. I can’t find a way to do so to mass grades without copying and pasting each assignment on chat gpt without having to open every google doc assignment. 
Any help is appreciated. New to using ai but found since I did it as a google question ita been a huge time saver.",2024-11-20 23:03:06,6,4,0,anyone found ai way grade multiple assignments ai google classroom type doc found assignment google question copy paste questions graded way cant find way mass grades without copying pasting assignment chat gpt without open every google doc assignment help appreciated new using ai found since google question ita huge time saver,2,NEGATIVE
George Valellis,"Hello
I need a free AI tool like STORM for a long articles with content and .pdf extract

Any ideas?",2024-11-20 23:02:37,2,1,0,hello need free ai tool like storm long articles content pdf extract ideas,0,NEGATIVE
Mandy Savage,Hi all! I just wanted to introduce myself and share a photo I took at a tech conference. I teach self contained 4th grade.,2024-11-19 22:07:45,10,1,0,hi wanted introduce share photo took tech conference teach self contained th grade,2,NEGATIVE
Jeanevere Lum,Hi! Is there any free AI tool that can help me to generate pictorial flash cards from word?,2024-11-20 22:58:50,2,0,0,hi free ai tool help generate pictorial flash cards word,0,NEGATIVE
Anonymous participant,Any recommendations for the best AI tool for writing unit plans & why?,2024-11-17 22:14:46,20,27,6,recommendations best ai tool writing unit plans,0,POSITIVE
Heidi Brunsting,"I have been trying, unsuccessfully, to copy and paste equations from ChatGPT into MS Word or a Google Doc (think quadratic type equations). Pasting with formatting is a mess and pasting without formatting is a different mess. Is there a way to do this that doesn’t include copying and pasting screenshots? The resolution is less than ideal and it is very time consuming to do that.",2024-11-14 04:34:00,16,22,0,trying unsuccessfully copy paste equations chatgpt ms word google doc think quadratic type equations pasting formatting mess pasting without formatting different mess way doesnt include copying pasting screenshots resolution less ideal time consuming,2,NEGATIVE
Ashleigh Katsi,"Do you pay for chatGPT? Just wondering if it is common to do so or if most of you rely on the free version.
If you do pay please let me know what you see as the main benefit in the comments.",2024-11-19 22:07:52,4,5,0,pay chatgpt wondering common rely free version pay please let know see main benefit comments,2,NEGATIVE
Steve Harper-Travers,I am looking for something that will turn a pdf table of achievement objectives into the same format in kids speak,2024-11-19 22:07:20,6,3,0,looking something turn pdf table achievement objectives format kids speak,0,POSITIVE
Lina Pereira,"Hello! Which tools do you recommend to prepare quick, appealing presentations? Thank you in advance.",2024-11-19 22:08:34,12,14,0,hello tools recommend prepare quick appealing presentations thank advance,2,POSITIVE
Lauren Simmons,"I’m looking for AI to help me create a protocol to use assessment data to back wards plan and another protocol to use to look at assessment data to modify instruction. What would be the best tool for that? 

Thank you!",2024-11-19 22:08:45,7,5,0,im looking ai help create protocol use assessment data back wards plan another protocol use look assessment data modify instruction would best tool thank,2,NEGATIVE
David Eggert,Does anyone have an AI prompt to have chatGPT write code for a Google Form? I am trying to have the Google form email the person that is selected from a drop-down menu.  Thanks!,2024-11-15 21:13:45,4,5,2,anyone ai prompt chatgpt write code google form trying google form email person selected dropdown menu thanks,2,NEGATIVE
Anonymous participant,"Hi guys what’s the best AI tool to create PowerPoint presentations? 

Thanks",2024-11-17 22:14:57,73,47,19,hi guys whats best ai tool create powerpoint presentations thanks,0,POSITIVE
Braide.ai,"If you could waive a magic wand and have an AI that could:
a. Detect plagerism or use of AI 98% of the time
b. Develop a lesson plans tailor exactly to the needs of the student
c.  Produce reteaching lesson plans based on actual student understanding

Which would you choose?  Or would you choose something else?",2024-11-19 22:07:18,3,0,0,could waive magic wand ai could detect plagerism use ai time b develop lesson plans tailor exactly needs student c produce reteaching lesson plans based actual student understanding would choose would choose something else,0,NEGATIVE
Meagan Elizabeth,"Hi all,
I’m teaching a course at my school called “using AI as your personal assistant”. We’re talking about using AI for sub plans, differentiation, etc.
What are your favorite hacks that you use AI for to save time?
ex: using chatgpt to create a vocab list and then a .csv file to make a quizlet of the list.
Thanks!",2024-11-15 21:13:41,31,23,4,hi im teaching course school called using ai personal assistant talking using ai sub plans differentiation etc favorite hacks use ai save time ex using chatgpt create vocab list csv file make quizlet list thanks,2,NEGATIVE
Mayra Kulik,"I was just wondering if anybody has used any AI tools for State Testing Preparation. I teach ESL, my students will be taking ACCESS in late January, which tool would be best to use to create state prep materials. Thanks in advance!",2024-11-14 04:33:13,7,13,2,wondering anybody used ai tools state testing preparation teach esl students taking access late january tool would best use create state prep materials thanks advance,2,NEGATIVE
Bridget Henegar Thomas,What AI tool is available that will grade and give feedback on handwritten essays.  Must be free.,2024-11-10 22:58:59,21,23,2,ai tool available grade give feedback handwritten essays must free,2,NEGATIVE
